Player,Season,Nationality,Pos,Position,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,Dead,TB,Sw,Crs,TI,CK,In,Out,Str,Off,Blocks,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl.1,Tkl%,Lost,Pass,Int,Tkl+Int,Clr,Err,Touches,Def_Pen,Att_Pen,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec,MarketValueEuro,Current club
Pierre-Emerick Aubameyang,2223,Gabon,FW,Centre-Forward,33,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,1.18,1.18,1.18,1.0,0.0,0.0,10.0,0.0,0.0,,12.4,0.0,0.12,-0.1,-0.1,3.0,3.0,100.0,59.0,26.0,0.0,0.0,,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,0.0,,2.0,0.0,0.0,0.0,2.0,4000000.0,FC Barcelona
Raphinha,2223,Brazil,FW,Left Winger,25,36,25,2072.0,23.0,7.0,7.0,14.0,7.0,0.0,0.0,9.0,0.0,9.3,9.3,9.8,19.1,97.0,104.0,339.0,0.3,0.3,0.61,0.3,0.61,0.41,0.43,0.83,0.41,0.83,79.0,25.0,31.6,3.43,1.09,0.09,0.28,18.5,11.0,0.12,-2.3,-2.3,915.0,1266.0,72.3,15558.0,3922.0,475.0,556.0,85.4,304.0,393.0,77.4,107.0,226.0,47.3,9.3,-2.8,57.0,48.0,74.0,20.0,1072.0,185.0,12.0,26.0,172.0,42.0,108.0,44.0,35.0,1.0,9.0,30.0,117.0,5.08,77.0,22.0,4.0,4.0,1.0,15.0,0.65,13.0,0.0,1.0,1.0,0.0,0.0,29.0,19.0,10.0,7.0,12.0,11.0,35.5,20.0,32.0,14.0,43.0,11.0,1.0,1598.0,17.0,131.0,45.0,42.5,52.0,49.1,999.0,53.0,55.0,24.0,1147.0,60000000.0,FC Barcelona
Raphinha,2324,Brazil,"FW,MF",Left Winger,26,28,17,1368.0,15.2,6.0,9.0,15.0,5.0,1.0,1.0,4.0,1.0,7.4,6.6,5.7,12.3,49.0,57.0,164.0,0.39,0.59,0.99,0.33,0.92,0.48,0.37,0.86,0.43,0.81,58.0,20.0,34.5,3.82,1.32,0.09,0.25,19.8,10.0,0.12,-1.4,-1.6,522.0,693.0,75.3,8785.0,2397.0,261.0,313.0,83.4,182.0,222.0,82.0,63.0,114.0,55.3,5.0,3.3,41.0,39.0,32.0,8.0,600.0,88.0,6.0,11.0,82.0,19.0,50.0,20.0,19.0,0.0,5.0,16.0,89.0,5.86,47.0,20.0,6.0,7.0,1.0,13.0,0.86,9.0,3.0,0.0,1.0,0.0,0.0,14.0,8.0,6.0,6.0,2.0,4.0,22.2,14.0,16.0,13.0,27.0,11.0,0.0,894.0,11.0,81.0,24.0,52.2,19.0,41.3,495.0,23.0,41.0,8.0,620.0,50000000.0,FC Barcelona
Robert Lewandowski,2223,Poland,FW,Centre-Forward,33,34,33,2847.0,31.6,23.0,7.0,30.0,23.0,0.0,1.0,4.0,1.0,24.3,23.5,6.3,29.8,51.0,100.0,248.0,0.73,0.22,0.95,0.73,0.95,0.77,0.2,0.97,0.74,0.94,134.0,56.0,41.8,4.24,1.77,0.17,0.41,13.8,5.0,0.18,-1.3,-0.5,602.0,793.0,75.9,8306.0,1669.0,369.0,440.0,83.9,165.0,214.0,77.1,30.0,46.0,65.2,5.3,0.7,35.0,49.0,31.0,2.0,767.0,14.0,16.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,91.0,2.88,68.0,1.0,6.0,4.0,0.0,16.0,0.51,10.0,0.0,1.0,5.0,0.0,0.0,17.0,11.0,2.0,5.0,10.0,7.0,50.0,7.0,20.0,2.0,19.0,14.0,0.0,1156.0,17.0,210.0,30.0,50.8,26.0,44.1,778.0,25.0,94.0,50.0,997.0,30000000.0,FC Barcelona
Robert Lewandowski,2324,Poland,FW,Centre-Forward,34,35,32,2750.0,30.6,19.0,8.0,27.0,15.0,4.0,4.0,5.0,0.0,18.1,15.0,4.9,19.9,43.0,64.0,168.0,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65,90.0,37.0,41.1,2.95,1.21,0.17,0.41,13.9,3.0,0.17,0.9,0.0,416.0,592.0,70.3,5780.0,1192.0,248.0,311.0,79.7,120.0,168.0,71.4,21.0,35.0,60.0,3.6,3.1,27.0,27.0,25.0,4.0,569.0,16.0,9.0,5.0,18.0,1.0,0.0,0.0,0.0,0.0,7.0,23.0,63.0,2.06,42.0,1.0,4.0,6.0,0.0,12.0,0.39,10.0,0.0,0.0,0.0,2.0,0.0,8.0,5.0,0.0,6.0,2.0,4.0,33.3,8.0,9.0,9.0,17.0,18.0,0.0,900.0,24.0,165.0,23.0,42.6,30.0,55.6,529.0,20.0,86.0,28.0,736.0,15000000.0,FC Barcelona
Ronald Araújo,2223,Uruguay,DF,Centre-Back,23,22,21,1800.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,1.0,2.1,2.1,0.8,2.9,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.15,0.1,0.15,18.0,1.0,5.6,0.9,0.05,0.0,0.0,13.1,0.0,0.12,-2.1,-2.1,1139.0,1287.0,88.5,21762.0,7324.0,406.0,433.0,93.8,609.0,652.0,93.4,110.0,174.0,63.2,0.7,1.2,6.0,95.0,3.0,1.0,1207.0,75.0,2.0,19.0,5.0,25.0,0.0,0.0,0.0,0.0,5.0,6.0,18.0,0.9,15.0,0.0,0.0,0.0,0.0,6.0,0.3,5.0,0.0,0.0,1.0,0.0,0.0,26.0,18.0,12.0,13.0,1.0,6.0,66.7,3.0,8.0,12.0,38.0,41.0,1.0,1437.0,109.0,29.0,10.0,71.4,3.0,21.4,957.0,1.0,9.0,6.0,1022.0,70000000.0,FC Barcelona
Ronald Araújo,2324,Uruguay,DF,Centre-Back,24,25,21,1997.0,22.2,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,2.1,2.1,1.4,3.5,24.0,101.0,11.0,0.05,0.09,0.14,0.05,0.14,0.09,0.07,0.16,0.09,0.16,23.0,9.0,39.1,1.04,0.41,0.04,0.11,12.4,0.0,0.09,-1.1,-1.1,1458.0,1641.0,88.8,27691.0,10325.0,543.0,578.0,93.9,769.0,818.0,94.0,136.0,218.0,62.4,1.7,0.6,8.0,111.0,6.0,1.0,1540.0,93.0,3.0,14.0,8.0,37.0,0.0,0.0,0.0,0.0,8.0,6.0,22.0,0.99,14.0,0.0,1.0,0.0,0.0,4.0,0.18,1.0,0.0,0.0,3.0,0.0,0.0,27.0,22.0,11.0,15.0,1.0,12.0,70.6,5.0,9.0,12.0,39.0,66.0,2.0,1811.0,157.0,34.0,8.0,72.7,2.0,18.2,1177.0,2.0,14.0,4.0,1350.0,70000000.0,FC Barcelona
Sergi Roberto,2223,Spain,"DF,MF",Central Midfield,30,23,15,1308.0,14.5,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,2.4,2.4,0.9,3.3,48.0,97.0,72.0,0.28,0.07,0.34,0.28,0.34,0.17,0.06,0.23,0.17,0.23,18.0,6.0,33.3,1.24,0.41,0.22,0.67,15.6,0.0,0.13,1.6,1.6,850.0,936.0,90.8,12315.0,2769.0,514.0,535.0,96.1,270.0,303.0,89.1,48.0,64.0,75.0,1.3,0.1,10.0,80.0,14.0,6.0,842.0,91.0,1.0,7.0,25.0,75.0,0.0,0.0,0.0,0.0,3.0,10.0,29.0,2.0,24.0,0.0,0.0,1.0,0.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,22.0,15.0,12.0,6.0,4.0,7.0,38.9,11.0,8.0,11.0,33.0,16.0,0.0,1051.0,30.0,31.0,5.0,38.5,4.0,30.8,657.0,7.0,9.0,3.0,781.0,5000000.0,FC Barcelona
Sergi Roberto,2324,Spain,"MF,DF",Central Midfield,31,14,10,860.0,9.6,3.0,2.0,5.0,3.0,0.0,0.0,4.0,0.0,1.7,1.7,0.8,2.4,13.0,50.0,33.0,0.31,0.21,0.52,0.31,0.52,0.18,0.08,0.26,0.18,0.26,10.0,4.0,40.0,1.05,0.42,0.3,0.75,12.5,0.0,0.17,1.3,1.3,582.0,654.0,89.0,8295.0,1875.0,341.0,364.0,93.7,192.0,211.0,91.0,23.0,34.0,67.6,0.8,1.2,9.0,57.0,3.0,1.0,621.0,30.0,0.0,0.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,10.0,24.0,2.51,21.0,0.0,1.0,0.0,1.0,3.0,0.31,3.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,4.0,10.0,1.0,3.0,27.3,8.0,5.0,8.0,23.0,7.0,1.0,737.0,10.0,28.0,3.0,50.0,1.0,16.7,395.0,4.0,22.0,7.0,563.0,2500000.0,FC Barcelona
Sergio Busquets,2223,Spain,MF,Defensive Midfield,34,30,28,2339.0,26.0,0.0,4.0,4.0,0.0,0.0,0.0,8.0,1.0,0.4,0.4,2.8,3.3,26.0,254.0,32.0,0.0,0.15,0.15,0.0,0.15,0.02,0.11,0.13,0.02,0.13,9.0,2.0,22.2,0.35,0.08,0.0,0.0,23.5,0.0,0.05,-0.4,-0.4,1722.0,1949.0,88.4,30610.0,9017.0,756.0,825.0,91.6,745.0,822.0,90.6,183.0,222.0,82.4,3.7,1.2,25.0,230.0,33.0,3.0,1870.0,74.0,15.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,17.0,74.0,2.85,68.0,0.0,0.0,4.0,1.0,6.0,0.23,6.0,0.0,0.0,0.0,0.0,0.0,58.0,26.0,24.0,26.0,8.0,29.0,56.9,22.0,26.0,27.0,85.0,36.0,2.0,2171.0,62.0,14.0,11.0,68.8,3.0,18.8,1278.0,1.0,19.0,12.0,1551.0,5000000.0,FC Barcelona
Unai Hernandez,2324,Spain,MF,Central Midfield,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,FC Barcelona
Vitor Roque,2324,Brazil,FW,Centre-Forward,18,14,2,328.0,3.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,2.5,2.5,0.0,2.6,12.0,2.0,26.0,0.55,0.0,0.55,0.55,0.55,0.7,0.01,0.71,0.7,0.71,13.0,6.0,46.2,3.57,1.65,0.15,0.33,13.7,0.0,0.2,-0.5,-0.5,49.0,67.0,73.1,615.0,67.0,34.0,41.0,82.9,11.0,15.0,73.3,1.0,1.0,100.0,0.0,0.0,1.0,3.0,0.0,0.0,65.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,1.1,1.0,0.0,1.0,0.0,0.0,1.0,0.27,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0,126.0,5.0,22.0,4.0,26.7,9.0,60.0,82.0,6.0,11.0,8.0,97.0,30000000.0,FC Barcelona
İlkay Gündoğan,2324,Germany,MF,Central Midfield,32,36,33,2994.0,33.3,5.0,9.0,14.0,4.0,1.0,2.0,5.0,0.0,7.3,5.7,10.3,16.0,71.0,224.0,116.0,0.15,0.27,0.42,0.12,0.39,0.22,0.31,0.53,0.17,0.48,41.0,15.0,36.6,1.23,0.45,0.1,0.27,17.8,5.0,0.14,-2.3,-1.7,2163.0,2510.0,86.2,35295.0,9085.0,1095.0,1186.0,92.3,830.0,904.0,91.8,182.0,313.0,58.1,9.8,-1.3,97.0,188.0,48.0,4.0,2228.0,271.0,16.0,17.0,157.0,5.0,140.0,60.0,50.0,1.0,11.0,29.0,166.0,4.99,111.0,45.0,4.0,4.0,0.0,13.0,0.39,10.0,2.0,0.0,0.0,1.0,0.0,32.0,22.0,14.0,16.0,2.0,12.0,30.8,27.0,15.0,21.0,53.0,18.0,1.0,2733.0,42.0,77.0,34.0,55.7,19.0,31.1,1608.0,9.0,38.0,28.0,2109.0,15000000.0,FC Barcelona
Adama Boiro,2425,Spain,"DF,FW",Left-Back,22,18,13,1101.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,0.5,0.7,25.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,5.0,0.0,0.0,0.41,0.0,0.0,,14.4,0.0,0.05,-0.3,-0.3,401.0,502.0,79.9,6196.0,1937.0,216.0,239.0,90.4,170.0,216.0,78.7,11.0,29.0,37.9,0.6,-0.5,5.0,44.0,8.0,4.0,397.0,105.0,0.0,0.0,31.0,99.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,1.31,12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,11.0,7.0,2.0,10.0,66.7,5.0,7.0,12.0,32.0,27.0,1.0,627.0,25.0,14.0,8.0,30.8,16.0,61.5,288.0,5.0,23.0,15.0,332.0,2500000.0,Athletic Club
Adu Ares,2223,Spain,"FW,MF",Right Winger,20,8,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,8.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.11,0.19,0.3,0.11,0.3,3.0,0.0,0.0,3.21,0.0,0.0,,21.3,0.0,0.04,-0.1,-0.1,42.0,51.0,82.4,744.0,137.0,23.0,27.0,85.2,10.0,12.0,83.3,7.0,8.0,87.5,0.2,-0.2,3.0,4.0,3.0,3.0,49.0,2.0,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,13.01,7.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,1.0,4.0,100.0,0.0,1.0,2.0,6.0,1.0,0.0,69.0,2.0,3.0,5.0,55.6,2.0,22.2,51.0,1.0,1.0,3.0,49.0,500000.0,Athletic Club
Adu Ares,2324,Spain,FW,Right Winger,21,12,2,265.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.0,0.1,13.0,3.0,39.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.05,0.04,0.05,4.0,0.0,0.0,1.36,0.0,0.0,,21.2,0.0,0.03,-0.1,-0.1,79.0,104.0,76.0,1252.0,82.0,45.0,53.0,84.9,27.0,34.0,79.4,5.0,9.0,55.6,0.1,0.0,1.0,5.0,0.0,0.0,103.0,1.0,0.0,1.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,1.02,2.0,0.0,1.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,2.0,2.0,2.0,66.7,1.0,1.0,1.0,9.0,0.0,0.0,147.0,1.0,6.0,15.0,62.5,7.0,29.2,103.0,5.0,8.0,4.0,110.0,2000000.0,Athletic Club
Adu Ares,2425,Spain,FW,Right Winger,22,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,5.0,9.0,55.6,64.0,15.0,3.0,5.0,60.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,1.0,100.0,8.0,0.0,0.0,2.0,11.0,1600000.0,Athletic Club
Aingeru Olabarrieta,2324,Spain,FW,Right Winger,17,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,1.0,0.0,0.0,10.0,0.0,0.0,,25.4,0.0,0.01,0.0,0.0,2.0,5.0,40.0,23.0,6.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,4.0,500000.0,Athletic Club
Aitor Paredes,2223,Spain,DF,Centre-Back,22,16,9,859.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.4,0.9,4.0,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09,8.0,3.0,37.5,0.84,0.31,0.0,0.0,12.6,0.0,0.06,-0.5,-0.5,464.0,521.0,89.1,9712.0,3359.0,133.0,143.0,93.0,258.0,273.0,94.5,68.0,93.0,73.1,0.2,-0.4,3.0,29.0,2.0,0.0,493.0,25.0,1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,2.0,1.0,6.0,54.5,5.0,4.0,14.0,21.0,26.0,0.0,600.0,53.0,10.0,0.0,0.0,1.0,100.0,343.0,0.0,3.0,0.0,377.0,1000000.0,Athletic Club
Aitor Paredes,2324,Spain,DF,Centre-Back,23,34,31,2704.0,30.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.2,1.2,0.2,1.4,6.0,107.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,14.0,3.0,21.4,0.47,0.1,0.07,0.33,9.7,0.0,0.08,-0.2,-0.2,1331.0,1556.0,85.5,26700.0,10013.0,385.0,432.0,89.1,785.0,843.0,93.1,146.0,247.0,59.1,0.4,-0.2,4.0,68.0,6.0,0.0,1507.0,47.0,2.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,0.5,15.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,11.0,9.0,0.0,7.0,50.0,7.0,12.0,33.0,53.0,104.0,0.0,1799.0,158.0,24.0,2.0,66.7,1.0,33.3,1004.0,0.0,9.0,2.0,1167.0,22000000.0,Athletic Club
Aitor Paredes,2425,Spain,DF,Centre-Back,24,23,21,1812.0,20.1,3.0,0.0,3.0,3.0,0.0,0.0,4.0,1.0,2.3,2.3,0.1,2.3,4.0,46.0,2.0,0.15,0.0,0.15,0.15,0.15,0.11,0.0,0.12,0.11,0.12,6.0,3.0,50.0,0.3,0.15,0.5,1.0,4.7,0.0,0.38,0.7,0.7,789.0,947.0,83.3,16864.0,6216.0,178.0,199.0,89.4,514.0,551.0,93.3,94.0,184.0,51.1,0.2,-0.1,2.0,42.0,2.0,0.0,909.0,36.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,8.0,0.4,8.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,15.0,13.0,10.0,5.0,0.0,8.0,53.3,7.0,11.0,22.0,37.0,114.0,4.0,1154.0,127.0,11.0,0.0,0.0,1.0,100.0,596.0,0.0,7.0,1.0,708.0,22000000.0,Athletic Club
Alex Padilla,2324,Mexico,GK,Goalkeeper,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,Athletic Club
Alex Padilla,2425,Mexico,GK,Goalkeeper,20,5,3,321.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,67.0,121.0,55.4,2317.0,1964.0,9.0,9.0,100.0,25.0,25.0,100.0,33.0,86.0,38.4,0.0,0.0,0.0,4.0,0.0,0.0,79.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,134.0,110.0,0.0,0.0,,0.0,,69.0,0.0,0.0,0.0,46.0,3000000.0,Athletic Club
Ander Capa,2223,Spain,DF,Right-Back,30,7,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,0.0,0.0,,0.0,0.0,,,,0.0,,0.0,0.0,74.0,91.0,81.3,1275.0,441.0,31.0,35.0,88.6,30.0,37.0,81.1,8.0,12.0,66.7,0.1,0.0,1.0,5.0,2.0,1.0,67.0,22.0,0.0,1.0,4.0,21.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.17,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,4.0,5.0,0.0,1.0,2.0,0.0,110.0,2.0,2.0,2.0,66.7,1.0,33.3,53.0,1.0,3.0,2.0,56.0,1800000.0,Athletic Club
Ander Herrera,2223,Spain,MF,Central Midfield,32,17,9,697.0,7.7,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.5,0.5,0.9,1.4,8.0,40.0,14.0,0.0,0.13,0.13,0.0,0.13,0.07,0.11,0.18,0.07,0.18,10.0,1.0,10.0,1.29,0.13,0.0,0.0,20.9,2.0,0.05,-0.5,-0.5,376.0,455.0,82.6,5618.0,1359.0,210.0,239.0,87.9,128.0,153.0,83.7,22.0,35.0,62.9,0.9,0.1,11.0,32.0,7.0,0.0,444.0,9.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,23.0,2.97,20.0,0.0,0.0,1.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,8.0,7.0,3.0,6.0,33.3,12.0,9.0,11.0,29.0,12.0,0.0,540.0,18.0,17.0,5.0,50.0,4.0,40.0,316.0,1.0,6.0,8.0,387.0,2500000.0,Athletic Club
Ander Herrera,2324,Spain,MF,Central Midfield,33,23,10,1030.0,11.4,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.7,0.7,1.2,1.9,11.0,94.0,17.0,0.0,0.26,0.26,0.0,0.26,0.06,0.1,0.17,0.06,0.17,14.0,2.0,14.3,1.22,0.17,0.0,0.0,21.2,0.0,0.05,-0.7,-0.7,643.0,756.0,85.1,10056.0,2855.0,337.0,369.0,91.3,234.0,271.0,86.3,44.0,71.0,62.0,1.9,1.8,12.0,67.0,17.0,3.0,727.0,24.0,4.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0,30.0,2.63,27.0,0.0,0.0,0.0,1.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0,44.0,32.0,11.0,26.0,7.0,20.0,55.6,16.0,10.0,15.0,59.0,18.0,1.0,903.0,37.0,13.0,5.0,50.0,4.0,40.0,477.0,0.0,6.0,6.0,600.0,2000000.0,Athletic Club
Andoni Gorosabel,2425,Spain,DF,Right-Back,27,20,17,1485.0,16.5,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.3,0.3,1.8,2.1,17.0,51.0,59.0,0.0,0.12,0.12,0.0,0.12,0.02,0.11,0.13,0.02,0.13,2.0,1.0,50.0,0.12,0.06,0.0,0.0,22.2,0.0,0.17,-0.3,-0.3,736.0,884.0,83.3,11163.0,3242.0,408.0,446.0,91.5,293.0,349.0,84.0,24.0,49.0,49.0,1.7,0.2,15.0,57.0,16.0,10.0,690.0,193.0,0.0,0.0,41.0,179.0,0.0,0.0,0.0,0.0,1.0,21.0,32.0,1.94,29.0,2.0,1.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,47.0,28.0,31.0,9.0,7.0,30.0,66.7,15.0,16.0,18.0,65.0,62.0,0.0,1084.0,43.0,13.0,7.0,50.0,7.0,50.0,432.0,3.0,18.0,14.0,554.0,5000000.0,Athletic Club
Asier Villalibre,2223,Spain,FW,Centre-Forward,24,5,1,97.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.5,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.29,0.19,0.47,0.29,0.47,4.0,1.0,25.0,3.71,0.93,0.0,0.0,11.6,0.0,0.08,-0.3,-0.3,11.0,18.0,61.1,163.0,39.0,6.0,9.0,66.7,5.0,6.0,83.3,0.0,0.0,,0.0,-0.2,2.0,1.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.73,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,27.0,1.0,7.0,0.0,,0.0,,14.0,0.0,0.0,2.0,22.0,2500000.0,Athletic Club
